value,coordinates,summary,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
12.572,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-16T21:00:00Z,2025-11-16T22:00:00+01:00,2025-11-16T22:00:00Z,2025-11-16T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-16T21:00:00Z,2025-11-16T22:00:00+01:00,2025-11-16T22:00:00Z,2025-11-16T23:00:00+01:00
8.268,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-16T22:00:00Z,2025-11-16T23:00:00+01:00,2025-11-16T23:00:00Z,2025-11-17T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-16T22:00:00Z,2025-11-16T23:00:00+01:00,2025-11-16T23:00:00Z,2025-11-17T00:00:00+01:00
11.043,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-16T23:00:00Z,2025-11-17T00:00:00+01:00,2025-11-17T00:00:00Z,2025-11-17T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-16T23:00:00Z,2025-11-17T00:00:00+01:00,2025-11-17T00:00:00Z,2025-11-17T01:00:00+01:00
1.827,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T00:00:00Z,2025-11-17T01:00:00+01:00,2025-11-17T01:00:00Z,2025-11-17T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T00:00:00Z,2025-11-17T01:00:00+01:00,2025-11-17T01:00:00Z,2025-11-17T02:00:00+01:00
1.836,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T01:00:00Z,2025-11-17T02:00:00+01:00,2025-11-17T02:00:00Z,2025-11-17T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T01:00:00Z,2025-11-17T02:00:00+01:00,2025-11-17T02:00:00Z,2025-11-17T03:00:00+01:00
1.84,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T02:00:00Z,2025-11-17T03:00:00+01:00,2025-11-17T03:00:00Z,2025-11-17T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T02:00:00Z,2025-11-17T03:00:00+01:00,2025-11-17T03:00:00Z,2025-11-17T04:00:00+01:00
1.848,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T03:00:00Z,2025-11-17T04:00:00+01:00,2025-11-17T04:00:00Z,2025-11-17T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T03:00:00Z,2025-11-17T04:00:00+01:00,2025-11-17T04:00:00Z,2025-11-17T05:00:00+01:00
1.87,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T04:00:00Z,2025-11-17T05:00:00+01:00,2025-11-17T05:00:00Z,2025-11-17T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T04:00:00Z,2025-11-17T05:00:00+01:00,2025-11-17T05:00:00Z,2025-11-17T06:00:00+01:00
1.876,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T05:00:00Z,2025-11-17T06:00:00+01:00,2025-11-17T06:00:00Z,2025-11-17T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T05:00:00Z,2025-11-17T06:00:00+01:00,2025-11-17T06:00:00Z,2025-11-17T07:00:00+01:00
3.883,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T06:00:00Z,2025-11-17T07:00:00+01:00,2025-11-17T07:00:00Z,2025-11-17T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T06:00:00Z,2025-11-17T07:00:00+01:00,2025-11-17T07:00:00Z,2025-11-17T08:00:00+01:00
6.034,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T07:00:00Z,2025-11-17T08:00:00+01:00,2025-11-17T08:00:00Z,2025-11-17T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T07:00:00Z,2025-11-17T08:00:00+01:00,2025-11-17T08:00:00Z,2025-11-17T09:00:00+01:00
12.648,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T08:00:00Z,2025-11-17T09:00:00+01:00,2025-11-17T09:00:00Z,2025-11-17T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T08:00:00Z,2025-11-17T09:00:00+01:00,2025-11-17T09:00:00Z,2025-11-17T10:00:00+01:00
10.101,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T09:00:00Z,2025-11-17T10:00:00+01:00,2025-11-17T10:00:00Z,2025-11-17T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T09:00:00Z,2025-11-17T10:00:00+01:00,2025-11-17T10:00:00Z,2025-11-17T11:00:00+01:00
10.775,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T10:00:00Z,2025-11-17T11:00:00+01:00,2025-11-17T11:00:00Z,2025-11-17T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T10:00:00Z,2025-11-17T11:00:00+01:00,2025-11-17T11:00:00Z,2025-11-17T12:00:00+01:00
12.424,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T11:00:00Z,2025-11-17T12:00:00+01:00,2025-11-17T12:00:00Z,2025-11-17T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T11:00:00Z,2025-11-17T12:00:00+01:00,2025-11-17T12:00:00Z,2025-11-17T13:00:00+01:00
14.769,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T12:00:00Z,2025-11-17T13:00:00+01:00,2025-11-17T13:00:00Z,2025-11-17T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T12:00:00Z,2025-11-17T13:00:00+01:00,2025-11-17T13:00:00Z,2025-11-17T14:00:00+01:00
7.56,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T13:00:00Z,2025-11-17T14:00:00+01:00,2025-11-17T14:00:00Z,2025-11-17T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T13:00:00Z,2025-11-17T14:00:00+01:00,2025-11-17T14:00:00Z,2025-11-17T15:00:00+01:00
6.255,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T14:00:00Z,2025-11-17T15:00:00+01:00,2025-11-17T15:00:00Z,2025-11-17T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T14:00:00Z,2025-11-17T15:00:00+01:00,2025-11-17T15:00:00Z,2025-11-17T16:00:00+01:00
9.77,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T15:00:00Z,2025-11-17T16:00:00+01:00,2025-11-17T16:00:00Z,2025-11-17T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T15:00:00Z,2025-11-17T16:00:00+01:00,2025-11-17T16:00:00Z,2025-11-17T17:00:00+01:00
1.892,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T16:00:00Z,2025-11-17T17:00:00+01:00,2025-11-17T17:00:00Z,2025-11-17T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T16:00:00Z,2025-11-17T17:00:00+01:00,2025-11-17T17:00:00Z,2025-11-17T18:00:00+01:00
4.953,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T18:00:00Z,2025-11-17T19:00:00+01:00,2025-11-17T19:00:00Z,2025-11-17T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T18:00:00Z,2025-11-17T19:00:00+01:00,2025-11-17T19:00:00Z,2025-11-17T20:00:00+01:00
7.19,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T19:00:00Z,2025-11-17T20:00:00+01:00,2025-11-17T20:00:00Z,2025-11-17T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T19:00:00Z,2025-11-17T20:00:00+01:00,2025-11-17T20:00:00Z,2025-11-17T21:00:00+01:00
5.351,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T21:00:00Z,2025-11-17T22:00:00+01:00,2025-11-17T22:00:00Z,2025-11-17T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T21:00:00Z,2025-11-17T22:00:00+01:00,2025-11-17T22:00:00Z,2025-11-17T23:00:00+01:00
4.451,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T22:00:00Z,2025-11-17T23:00:00+01:00,2025-11-17T23:00:00Z,2025-11-18T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T22:00:00Z,2025-11-17T23:00:00+01:00,2025-11-17T23:00:00Z,2025-11-18T00:00:00+01:00
7.494,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-17T23:00:00Z,2025-11-18T00:00:00+01:00,2025-11-18T00:00:00Z,2025-11-18T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-17T23:00:00Z,2025-11-18T00:00:00+01:00,2025-11-18T00:00:00Z,2025-11-18T01:00:00+01:00
5.923,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T00:00:00Z,2025-11-18T01:00:00+01:00,2025-11-18T01:00:00Z,2025-11-18T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T00:00:00Z,2025-11-18T01:00:00+01:00,2025-11-18T01:00:00Z,2025-11-18T02:00:00+01:00
7.992,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T01:00:00Z,2025-11-18T02:00:00+01:00,2025-11-18T02:00:00Z,2025-11-18T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T01:00:00Z,2025-11-18T02:00:00+01:00,2025-11-18T02:00:00Z,2025-11-18T03:00:00+01:00
7.966,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T02:00:00Z,2025-11-18T03:00:00+01:00,2025-11-18T03:00:00Z,2025-11-18T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T02:00:00Z,2025-11-18T03:00:00+01:00,2025-11-18T03:00:00Z,2025-11-18T04:00:00+01:00
9.181,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T03:00:00Z,2025-11-18T04:00:00+01:00,2025-11-18T04:00:00Z,2025-11-18T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T03:00:00Z,2025-11-18T04:00:00+01:00,2025-11-18T04:00:00Z,2025-11-18T05:00:00+01:00
11.213,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T04:00:00Z,2025-11-18T05:00:00+01:00,2025-11-18T05:00:00Z,2025-11-18T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T04:00:00Z,2025-11-18T05:00:00+01:00,2025-11-18T05:00:00Z,2025-11-18T06:00:00+01:00
8.964,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T05:00:00Z,2025-11-18T06:00:00+01:00,2025-11-18T06:00:00Z,2025-11-18T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T05:00:00Z,2025-11-18T06:00:00+01:00,2025-11-18T06:00:00Z,2025-11-18T07:00:00+01:00
1.936,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T06:00:00Z,2025-11-18T07:00:00+01:00,2025-11-18T07:00:00Z,2025-11-18T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T06:00:00Z,2025-11-18T07:00:00+01:00,2025-11-18T07:00:00Z,2025-11-18T08:00:00+01:00
7.705,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T07:00:00Z,2025-11-18T08:00:00+01:00,2025-11-18T08:00:00Z,2025-11-18T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T07:00:00Z,2025-11-18T08:00:00+01:00,2025-11-18T08:00:00Z,2025-11-18T09:00:00+01:00
8.018,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T08:00:00Z,2025-11-18T09:00:00+01:00,2025-11-18T09:00:00Z,2025-11-18T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T08:00:00Z,2025-11-18T09:00:00+01:00,2025-11-18T09:00:00Z,2025-11-18T10:00:00+01:00
10.032,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T09:00:00Z,2025-11-18T10:00:00+01:00,2025-11-18T10:00:00Z,2025-11-18T11:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T09:00:00Z,2025-11-18T10:00:00+01:00,2025-11-18T10:00:00Z,2025-11-18T11:00:00+01:00
15.21,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T10:00:00Z,2025-11-18T11:00:00+01:00,2025-11-18T11:00:00Z,2025-11-18T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T10:00:00Z,2025-11-18T11:00:00+01:00,2025-11-18T11:00:00Z,2025-11-18T12:00:00+01:00
16.908,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T11:00:00Z,2025-11-18T12:00:00+01:00,2025-11-18T12:00:00Z,2025-11-18T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T11:00:00Z,2025-11-18T12:00:00+01:00,2025-11-18T12:00:00Z,2025-11-18T13:00:00+01:00
20.596,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T12:00:00Z,2025-11-18T13:00:00+01:00,2025-11-18T13:00:00Z,2025-11-18T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T12:00:00Z,2025-11-18T13:00:00+01:00,2025-11-18T13:00:00Z,2025-11-18T14:00:00+01:00
22.28,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T13:00:00Z,2025-11-18T14:00:00+01:00,2025-11-18T14:00:00Z,2025-11-18T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T13:00:00Z,2025-11-18T14:00:00+01:00,2025-11-18T14:00:00Z,2025-11-18T15:00:00+01:00
19.749,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T15:00:00Z,2025-11-18T16:00:00+01:00,2025-11-18T16:00:00Z,2025-11-18T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T15:00:00Z,2025-11-18T16:00:00+01:00,2025-11-18T16:00:00Z,2025-11-18T17:00:00+01:00
18.911,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T16:00:00Z,2025-11-18T17:00:00+01:00,2025-11-18T17:00:00Z,2025-11-18T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T16:00:00Z,2025-11-18T17:00:00+01:00,2025-11-18T17:00:00Z,2025-11-18T18:00:00+01:00
24.65,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T17:00:00Z,2025-11-18T18:00:00+01:00,2025-11-18T18:00:00Z,2025-11-18T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T17:00:00Z,2025-11-18T18:00:00+01:00,2025-11-18T18:00:00Z,2025-11-18T19:00:00+01:00
19.507,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T18:00:00Z,2025-11-18T19:00:00+01:00,2025-11-18T19:00:00Z,2025-11-18T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T18:00:00Z,2025-11-18T19:00:00+01:00,2025-11-18T19:00:00Z,2025-11-18T20:00:00+01:00
16.987,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T20:00:00Z,2025-11-18T21:00:00+01:00,2025-11-18T21:00:00Z,2025-11-18T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T20:00:00Z,2025-11-18T21:00:00+01:00,2025-11-18T21:00:00Z,2025-11-18T22:00:00+01:00
12.694,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T21:00:00Z,2025-11-18T22:00:00+01:00,2025-11-18T22:00:00Z,2025-11-18T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T21:00:00Z,2025-11-18T22:00:00+01:00,2025-11-18T22:00:00Z,2025-11-18T23:00:00+01:00
15.249,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T22:00:00Z,2025-11-18T23:00:00+01:00,2025-11-18T23:00:00Z,2025-11-19T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T22:00:00Z,2025-11-18T23:00:00+01:00,2025-11-18T23:00:00Z,2025-11-19T00:00:00+01:00
12.766,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-18T23:00:00Z,2025-11-19T00:00:00+01:00,2025-11-19T00:00:00Z,2025-11-19T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-18T23:00:00Z,2025-11-19T00:00:00+01:00,2025-11-19T00:00:00Z,2025-11-19T01:00:00+01:00
13.682,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T00:00:00Z,2025-11-19T01:00:00+01:00,2025-11-19T01:00:00Z,2025-11-19T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T00:00:00Z,2025-11-19T01:00:00+01:00,2025-11-19T01:00:00Z,2025-11-19T02:00:00+01:00
10.257,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T01:00:00Z,2025-11-19T02:00:00+01:00,2025-11-19T02:00:00Z,2025-11-19T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T01:00:00Z,2025-11-19T02:00:00+01:00,2025-11-19T02:00:00Z,2025-11-19T03:00:00+01:00
7.173,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T02:00:00Z,2025-11-19T03:00:00+01:00,2025-11-19T03:00:00Z,2025-11-19T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T02:00:00Z,2025-11-19T03:00:00+01:00,2025-11-19T03:00:00Z,2025-11-19T04:00:00+01:00
7.495,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T03:00:00Z,2025-11-19T04:00:00+01:00,2025-11-19T04:00:00Z,2025-11-19T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T03:00:00Z,2025-11-19T04:00:00+01:00,2025-11-19T04:00:00Z,2025-11-19T05:00:00+01:00
10.653,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T04:00:00Z,2025-11-19T05:00:00+01:00,2025-11-19T05:00:00Z,2025-11-19T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T04:00:00Z,2025-11-19T05:00:00+01:00,2025-11-19T05:00:00Z,2025-11-19T06:00:00+01:00
13.094,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T05:00:00Z,2025-11-19T06:00:00+01:00,2025-11-19T06:00:00Z,2025-11-19T07:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T05:00:00Z,2025-11-19T06:00:00+01:00,2025-11-19T06:00:00Z,2025-11-19T07:00:00+01:00
11.174,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T06:00:00Z,2025-11-19T07:00:00+01:00,2025-11-19T07:00:00Z,2025-11-19T08:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T06:00:00Z,2025-11-19T07:00:00+01:00,2025-11-19T07:00:00Z,2025-11-19T08:00:00+01:00
16.843,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T07:00:00Z,2025-11-19T08:00:00+01:00,2025-11-19T08:00:00Z,2025-11-19T09:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T07:00:00Z,2025-11-19T08:00:00+01:00,2025-11-19T08:00:00Z,2025-11-19T09:00:00+01:00
13.739,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T08:00:00Z,2025-11-19T09:00:00+01:00,2025-11-19T09:00:00Z,2025-11-19T10:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T08:00:00Z,2025-11-19T09:00:00+01:00,2025-11-19T09:00:00Z,2025-11-19T10:00:00+01:00
16.258,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T10:00:00Z,2025-11-19T11:00:00+01:00,2025-11-19T11:00:00Z,2025-11-19T12:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T10:00:00Z,2025-11-19T11:00:00+01:00,2025-11-19T11:00:00Z,2025-11-19T12:00:00+01:00
13.94,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T11:00:00Z,2025-11-19T12:00:00+01:00,2025-11-19T12:00:00Z,2025-11-19T13:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T11:00:00Z,2025-11-19T12:00:00+01:00,2025-11-19T12:00:00Z,2025-11-19T13:00:00+01:00
12.519,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T12:00:00Z,2025-11-19T13:00:00+01:00,2025-11-19T13:00:00Z,2025-11-19T14:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T12:00:00Z,2025-11-19T13:00:00+01:00,2025-11-19T13:00:00Z,2025-11-19T14:00:00+01:00
14.172,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T13:00:00Z,2025-11-19T14:00:00+01:00,2025-11-19T14:00:00Z,2025-11-19T15:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T13:00:00Z,2025-11-19T14:00:00+01:00,2025-11-19T14:00:00Z,2025-11-19T15:00:00+01:00
8.119,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T14:00:00Z,2025-11-19T15:00:00+01:00,2025-11-19T15:00:00Z,2025-11-19T16:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T14:00:00Z,2025-11-19T15:00:00+01:00,2025-11-19T15:00:00Z,2025-11-19T16:00:00+01:00
7.617,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T15:00:00Z,2025-11-19T16:00:00+01:00,2025-11-19T16:00:00Z,2025-11-19T17:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T15:00:00Z,2025-11-19T16:00:00+01:00,2025-11-19T16:00:00Z,2025-11-19T17:00:00+01:00
10.708,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T16:00:00Z,2025-11-19T17:00:00+01:00,2025-11-19T17:00:00Z,2025-11-19T18:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T16:00:00Z,2025-11-19T17:00:00+01:00,2025-11-19T17:00:00Z,2025-11-19T18:00:00+01:00
10.756,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T17:00:00Z,2025-11-19T18:00:00+01:00,2025-11-19T18:00:00Z,2025-11-19T19:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T17:00:00Z,2025-11-19T18:00:00+01:00,2025-11-19T18:00:00Z,2025-11-19T19:00:00+01:00
13.876,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T18:00:00Z,2025-11-19T19:00:00+01:00,2025-11-19T19:00:00Z,2025-11-19T20:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T18:00:00Z,2025-11-19T19:00:00+01:00,2025-11-19T19:00:00Z,2025-11-19T20:00:00+01:00
11.514,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T19:00:00Z,2025-11-19T20:00:00+01:00,2025-11-19T20:00:00Z,2025-11-19T21:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T19:00:00Z,2025-11-19T20:00:00+01:00,2025-11-19T20:00:00Z,2025-11-19T21:00:00+01:00
11.822,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T20:00:00Z,2025-11-19T21:00:00+01:00,2025-11-19T21:00:00Z,2025-11-19T22:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T20:00:00Z,2025-11-19T21:00:00+01:00,2025-11-19T21:00:00Z,2025-11-19T22:00:00+01:00
12.772,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T21:00:00Z,2025-11-19T22:00:00+01:00,2025-11-19T22:00:00Z,2025-11-19T23:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T21:00:00Z,2025-11-19T22:00:00+01:00,2025-11-19T22:00:00Z,2025-11-19T23:00:00+01:00
9.065,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T22:00:00Z,2025-11-19T23:00:00+01:00,2025-11-19T23:00:00Z,2025-11-20T00:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T22:00:00Z,2025-11-19T23:00:00+01:00,2025-11-19T23:00:00Z,2025-11-20T00:00:00+01:00
12.786,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-19T23:00:00Z,2025-11-20T00:00:00+01:00,2025-11-20T00:00:00Z,2025-11-20T01:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-19T23:00:00Z,2025-11-20T00:00:00+01:00,2025-11-20T00:00:00Z,2025-11-20T01:00:00+01:00
10.679,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-20T00:00:00Z,2025-11-20T01:00:00+01:00,2025-11-20T01:00:00Z,2025-11-20T02:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-20T00:00:00Z,2025-11-20T01:00:00+01:00,2025-11-20T01:00:00Z,2025-11-20T02:00:00+01:00
9.625,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-20T01:00:00Z,2025-11-20T02:00:00+01:00,2025-11-20T02:00:00Z,2025-11-20T03:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-20T01:00:00Z,2025-11-20T02:00:00+01:00,2025-11-20T02:00:00Z,2025-11-20T03:00:00+01:00
11.068,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-20T02:00:00Z,2025-11-20T03:00:00+01:00,2025-11-20T03:00:00Z,2025-11-20T04:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-20T02:00:00Z,2025-11-20T03:00:00+01:00,2025-11-20T03:00:00Z,2025-11-20T04:00:00+01:00
15.003,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-20T03:00:00Z,2025-11-20T04:00:00+01:00,2025-11-20T04:00:00Z,2025-11-20T05:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-20T03:00:00Z,2025-11-20T04:00:00+01:00,2025-11-20T04:00:00Z,2025-11-20T05:00:00+01:00
12.101,,,False,1,pm10,µg/m³,,raw,01:00:00,2025-11-20T04:00:00Z,2025-11-20T05:00:00+01:00,2025-11-20T05:00:00Z,2025-11-20T06:00:00+01:00,1,01:00:00,1,01:00:00,100.0,100.0,2025-11-20T04:00:00Z,2025-11-20T05:00:00+01:00,2025-11-20T05:00:00Z,2025-11-20T06:00:00+01:00
